614869,OC-13 -013-026-0005,300.0
614869,OC-13 -013-026-0001,240.0
614870,OC-39 -039-012-0001,4000.0
614870,OC-13 -013-028-0005,4000.0
614871,03-1606-00012,530.0
614872,EA-3022-C,4.0
614872,EDGE-02U,65.0
614872,ECM-UM12-04-89G,168.0
614872,Z909048GLZ88U022M,51.0
614872,Z909048GLZ88U021M,51.0
614872,Z757548QLZ88U007M,1.0
614872,Z757548QLZ88U013M,4.0
614872,Z757548QLZ88U018M,1.0
614873,21-2203-00002,300.0
614874,DCV3,200.0
614874,IRRT103000,200.0
614874,ES1075,5000.0
614874,DFA 3,100.0
614874,OC-13 -013-039-0004,100.0
614874,USC075,2000.0
614874,53-4401-00013,3.0
614875,23-0305-00006,169.0
614875,DCV3,300.0
614875,13-3390-00029,100.0
614875,ES1075,1000.0
614875,451DC,150.0
614875,PMD-HT-0279,60.0
614875,52171.75,150.0
614875,USC075,200.0
614875,21-2401-00002,150.0
614878,DA-250FH,1.0
614879,M7C-375-422,40.0
614880,7979814,4.0
614881,15215-E03,13.0
614881,35523-E03,13.0
614881,40604-001,13.0
614881,40161-072,13.0
614882,EA-3022-C,90.0
614882,EA-3024-C,46.0
614882,03-1604-00002,103.0
614882,Z909024GLZ88U022M,2.0
614882,Z909024GLZ88U024M,2.0
614882,Z909024GLZ88U026M,1.0
614882,Z909024GLZ88U027M,1.0
614882,Z909024GLZ88U028M,1.0
614882,Z909024GLZ88U031M,1.0
614882,Z909024GLZ88U032M,1.0
614883,8762NH,5.0
614884,BM-33-427,20.0
614884,M7-R4300,20.0
614885,024ZEU-93120A2G,4008.0
614899,GNA_F_00868657,72.0
614899,GNA_F_00868665,60.0
614899,50119,1000.0
614899,BFA/4,200.0
614899,BSP-4,150.0
614899,FLCNU100-LS,10.0
614899,LS0HLT075,10.0
614899,ES1100,1000.0
614900,03-2090-00044,10.0
614901,58585,3000.0
